country,year,nitrous_oxide,co2_emissions,greenhouse_gas_emissions,agricultural_land,total_population,population_growth,renewable_energy_consumption,urban_population,GDP,renewable_electricity
Serbia,1999,4161.474674,,,,,,,,,
Serbia,1998,4541.906119,,,,,,,,,
Serbia,1997,4864.180793,,,,,,,,,
Serbia,1996,4558.704168,,,,,,,,,
Serbia,1995,4449.692094,,,,,,,,,
Serbia,1994,3925.785988,,,,,,,,,
Serbia,1993,3928.389649,,,,,,,,,
Serbia,1992,4034.994286,,,,,,,,,
Serbia,1991,4939.403772,,,,,,,,,
Serbia,1990,5429.889753,,,,,,,,,
Syrian Arab Republic,2020,3263.58976,,,,,,,,,
Syrian Arab Republic,2019,3189.318019,,,,,,,,,
Syrian Arab Republic,2018,2624.211478,,,,,,,,,
Syrian Arab Republic,2017,2698.907337,,,,,,,,,
Syrian Arab Republic,2016,3102.160997,,,,,,,,,
Syrian Arab Republic,2015,3190.706456,,,,,,,,,
Syrian Arab Republic,2014,3375.790239,,,,,,,,,
Syrian Arab Republic,2013,3515.887623,,,,,,,,,
Syrian Arab Republic,2012,4220.996607,,,,,,,,,
Syrian Arab Republic,2011,4445.094391,,,,,,,,,
Syrian Arab Republic,2010,4011.137775,,,,,,,,,
Syrian Arab Republic,2009,4831.828555,,,,,,,,,
Syrian Arab Republic,2008,5196.534136,,,,,,,,,
Syrian Arab Republic,2007,5635.072516,,,,,,,,,
Syrian Arab Republic,2006,5620.395096,,,,,,,,,
Syrian Arab Republic,2005,5282.379877,,,,,,,,,
Syrian Arab Republic,2004,4738.06802,,,,,,,,,
Syrian Arab Republic,2003,4583.255763,,,,,,,,,
Syrian Arab Republic,2002,4247.711306,,,,,,,,,
Syrian Arab Republic,2001,3885.334849,,,,,,,,,
Syrian Arab Republic,2000,4215.665392,,,,,,,,,
Syrian Arab Republic,1999,4312.99273,,,,,,,,,
Syrian Arab Republic,1998,4360.841069,,,,,,,,,
Syrian Arab Republic,1997,4205.524407,,,,,,,,,
Syrian Arab Republic,1996,4157.186145,,,,,,,,,
Syrian Arab Republic,1995,4098.304483,,,,,,,,,
Syrian Arab Republic,1994,3807.700002,,,,,,,,,
Syrian Arab Republic,1993,3551.526521,,,,,,,,,
Syrian Arab Republic,1992,3671.04744,,,,,,,,,
Syrian Arab Republic,1991,3621.265558,,,,,,,,,
Syrian Arab Republic,1990,3733.247477,,,,,,,,,
Argentina,2020,,3.4056175404138,,,,,,,,
Argentina,2019,,3.74202981162433,,,,,,,,
Argentina,2018,,3.97565074444479,,,,,,,,
Argentina,2017,,4.07011168693629,,,,,,,,
Argentina,2016,,4.20181586904703,,,,,,,,
Argentina,2015,,4.30191380564475,,,,,,,,
Argentina,2014,,4.20911189491323,,,,,,,,
Argentina,2013,,4.34225013023383,,,,,,,,
Argentina,2012,,4.26411100150765,,,,,,,,
Argentina,2011,,4.28102814513,,,,,,,,
Argentina,2010,,4.09984413971278,,,,,,,,
Argentina,2009,,3.84834822677955,,,,,,,,
Argentina,2008,,4.15237520977984,,,,,,,,
Argentina,2007,,4.08315143871477,,,,,,,,
Argentina,2006,,3.92426184145235,,,,,,,,
Argentina,2005,,3.73671686472615,,,,,,,,
Argentina,2004,,3.65608487008491,,,,,,,,
Argentina,2003,,3.33489087930132,,,,,,,,
Argentina,2002,,3.10048866797723,,,,,,,,
Argentina,2001,,3.34187706655833,,,,,,,,
Argentina,2000,,3.56791849018313,,,,,,,,
Argentina,1999,,3.66960102153625,,,,,,,,
Argentina,1998,,3.6615567575534,,,,,,,,
Argentina,1997,,3.52129780315044,,,,,,,,
Argentina,1996,,3.4627891850664,,,,,,,,
Argentina,1995,,3.23030803714634,,,,,,,,
Argentina,1994,,3.24482839246807,,,,,,,,
Argentina,1993,,3.24024222946087,,,,,,,,
Argentina,1992,,3.21497210834572,,,,,,,,
Argentina,1991,,3.1990381855872,,,,,,,,
Argentina,1990,,3.07356315436491,,,,,,,,
Australia,2020,,14.7726575989848,,,,,,,,
Australia,2019,,15.595726745355,,,,,,,,
Australia,2018,,15.8635624340846,,,,,,,,
Australia,2017,,16.1480905133657,,,,,,,,
Australia,2016,,16.3203306101751,,,,,,,,
Australia,2015,,16.1984582210401,,,,,,,,
Australia,2014,,16.1557451398864,,,,,,,,
Australia,2013,,16.7945880965987,,,,,,,,
Australia,2012,,17.4056176654109,,,,,,,,
Australia,2011,,17.6560553381679,,,,,,,,
Australia,2010,,17.9737515176961,,,,,,,,
Australia,2009,,18.1572008366536,,,,,,,,
Australia,2008,,18.2392898668792,,,,,,,,
Australia,2007,,18.4547376555999,,,,,,,,
Australia,2006,,18.2927495943223,,,,,,,,
Australia,2005,,18.2784730852853,,,,,,,,
Australia,2004,,18.3688710453093,,,,,,,,
Australia,2003,,17.8945391341105,,,,,,,,
Australia,2002,,18.1232107784425,,,,,,,,
Australia,2001,,17.9307269150375,,,,,,,,
Australia,2000,,17.8373183976585,,,,,,,,
Australia,1999,,17.7372431090697,,,,,,,,
Australia,1998,,17.6023335431403,,,,,,,,
Australia,1997,,16.7061760772667,,,,,,,,
Australia,1996,,16.4710144168098,,,,,,,,
Australia,1995,,16.1146015841703,,,,,,,,
Australia,1994,,15.7309147953876,,,,,,,,
Australia,1993,,15.4817052728898,,,,,,,,
Australia,1992,,15.3539735797446,,,,,,,,
Australia,1991,,15.3152712711313,,,,,,,,
Australia,1990,,15.4371827741345,,,,,,,,
"Congo, Rep.",2020,,1.25459166977367,,,,,,,,
"Congo, Rep.",2019,,1.25766214248646,,,,,,,,
"Congo, Rep.",2018,,1.14258944301682,,,,,,,,
"Congo, Rep.",2017,,1.01776241731516,,,,,,,,
"Congo, Rep.",2016,,1.0599164344115,,,,,,,,
"Congo, Rep.",2015,,1.11662104744781,,,,,,,,
"Congo, Rep.",2014,,1.04656126835517,,,,,,,,
"Congo, Rep.",2013,,1.10015273196348,,,,,,,,
"Congo, Rep.",2012,,1.11616022635727,,,,,,,,
"Congo, Rep.",2011,,1.17445818434384,,,,,,,,
"Congo, Rep.",2010,,1.22205762926656,,,,,,,,
"Congo, Rep.",2009,,1.13655123166942,,,,,,,,
"Congo, Rep.",2008,,1.06626268277451,,,,,,,,
"Congo, Rep.",2007,,1.04913418474551,,,,,,,,
"Congo, Rep.",2006,,1.25296493373365,,,,,,,,
"Congo, Rep.",2005,,1.17435858201244,,,,,,,,
"Congo, Rep.",2004,,0.991952609813345,,,,,,,,
"Congo, Rep.",2003,,0.94167204677379,,,,,,,,
"Congo, Rep.",2002,,0.827099765306839,,,,,,,,
"Congo, Rep.",2001,,1.30404680125171,,,,,,,,
"Congo, Rep.",2000,,1.38702756514775,,,,,,,,
"Congo, Rep.",1999,,1.31330720509013,,,,,,,,
"Congo, Rep.",1998,,1.31953726823748,,,,,,,,
"Congo, Rep.",1997,,1.13606294458124,,,,,,,,
"Congo, Rep.",1996,,1.12477654756896,,,,,,,,
"Congo, Rep.",1995,,0.960799822339496,,,,,,,,
"Congo, Rep.",1994,,0.769775440016184,,,,,,,,
"Congo, Rep.",1993,,1.03713020899186,,,,,,,,
"Congo, Rep.",1992,,1.24086557570574,,,,,,,,
"Congo, Rep.",1991,,1.30201514672755,,,,,,,,
"Congo, Rep.",1990,,1.34195649850027,,,,,,,,
Colombia,2020,,1.55225942282078,,,,,,,,
Colombia,2019,,1.57782014077396,,,,,,,,
Colombia,2018,,1.61039151744768,,,,,,,,
Colombia,2017,,1.56507517599547,,,,,,,,
Colombia,2016,,1.75379580314977,,,,,,,,
Colombia,2015,,1.71939023077553,,,,,,,,
Colombia,2014,,1.71582096359122,,,,,,,,
Colombia,2013,,1.68098788159418,,,,,,,,
Colombia,2012,,1.53384649831834,,,,,,,,
Colombia,2011,,1.53989837625496,,,,,,,,
Colombia,2010,,1.43131795380357,,,,,,,,
Colombia,2009,,1.41424194119423,,,,,,,,
Colombia,2008,,1.37618781817215,,,,,,,,
Colombia,2007,,1.3787719381779,,,,,,,,
Colombia,2006,,1.36051065966753,,,,,,,,
Colombia,2005,,1.37815501028636,,,,,,,,
Colombia,2004,,1.35921378531275,,,,,,,,
Colombia,2003,,1.38137348068341,,,,,,,,
Colombia,2002,,1.41822635805315,,,,,,,,
Colombia,2001,,1.49577004295535,,,,,,,,
Colombia,2000,,1.50440639819294,,,,,,,,
Colombia,1999,,1.44932103595713,,,,,,,,
Colombia,1998,,1.71491382104359,,,,,,,,
Colombia,1997,,1.73863278682212,,,,,,,,
Colombia,1996,,1.61750308939533,,,,,,,,
Colombia,1995,,1.66925580776101,,,,,,,,
Colombia,1994,,1.62951547792505,,,,,,,,
Colombia,1993,,1.6368722741919,,,,,,,,
Colombia,1992,,1.56749871438611,,,,,,,,
Colombia,1991,,1.53575786078575,,,,,,,,
Colombia,1990,,1.5141806977389,,,,,,,,
Dominican Republic,2020,,2.08018172191441,,,,,,,,
Dominican Republic,2019,,2.36863439614581,,,,,,,,
Dominican Republic,2018,,2.35622376638923,,,,,,,,
Dominican Republic,2017,,2.21196208145507,,,,,,,,
Dominican Republic,2016,,2.33609927132434,,,,,,,,
Dominican Republic,2015,,2.26704601804065,,,,,,,,
Dominican Republic,2014,,2.08621475250958,,,,,,,,
Dominican Republic,2013,,2.09580517022116,,,,,,,,
Dominican Republic,2012,,2.16147493311157,,,,,,,,
Dominican Republic,2011,,2.11171803128455,,,,,,,,
Dominican Republic,2010,,2.1155194662714,,,,,,,,
Dominican Republic,2009,,2.03742492921635,,,,,,,,
Dominican Republic,2008,,2.16123200504718,,,,,,,,
Dominican Republic,2007,,2.19382557667849,,,,,,,,
Dominican Republic,2006,,2.19389610356038,,,,,,,,
Dominican Republic,2005,,2.03941878288681,,,,,,,,
Dominican Republic,2004,,1.91108672918118,,,,,,,,
Dominican Republic,2003,,2.09927249914012,,,,,,,,
Dominican Republic,2002,,2.37451508515934,,,,,,,,
Dominican Republic,2001,,2.18982724730766,,,,,,,,
Dominican Republic,2000,,2.18605044895725,,,,,,,,
Dominican Republic,1999,,2.11546888772274,,,,,,,,
Dominican Republic,1998,,2.006260228352,,,,,,,,
Dominican Republic,1997,,1.77946806876402,,,,,,,,
Dominican Republic,1996,,1.58861722094266,,,,,,,,
Dominican Republic,1995,,1.50509170999395,,,,,,,,
Dominican Republic,1994,,1.44205012626985,,,,,,,,
Dominican Republic,1993,,1.25664031264742,,,,,,,,
Dominican Republic,1992,,1.29526856182698,,,,,,,,
Dominican Republic,1991,,1.13068775261383,,,,,,,,
Dominican Republic,1990,,1.10263649732838,,,,,,,,
Haiti,2020,,0.283815024249564,,,,,,,,
Haiti,2019,,0.297241022260954,,,,,,,,
Haiti,2018,,0.298729952296593,,,,,,,,
Haiti,2017,,0.30618371925255,,,,,,,,
Haiti,2016,,0.314036533462437,,,,,,,,
Haiti,2015,,0.310537245413729,,,,,,,,
Haiti,2014,,0.290138810726091,,,,,,,,
Haiti,2013,,0.258338055000553,,,,,,,,
Haiti,2012,,0.238940563023005,,,,,,,,
Haiti,2011,,0.270992108746441,,,,,,,,
Haiti,2010,,0.249743977372476,,,,,,,,
Haiti,2009,,0.204652562349971,,,,,,,,
Haiti,2008,,0.211931869747068,,,,,,,,
Haiti,2007,,0.2171147200893,,,,,,,,
Haiti,2006,,0.185489594107155,,,,,,,,
Haiti,2005,,0.187095995346744,,,,,,,,
Haiti,2004,,0.185995876354923,,,,,,,,
Haiti,2003,,0.205430057834298,,,,,,,,
Haiti,2002,,0.210955411424242,,,,,,,,
Haiti,2001,,0.188034674040336,,,,,,,,
Haiti,2000,,0.17622731445625,,,,,,,,
Haiti,1999,,0.168316473464726,,,,,,,,
Haiti,1998,,0.162512951413838,,,,,,,,
Haiti,1997,,0.160981972343747,,,,,,,,
Haiti,1996,,0.136180083038708,,,,,,,,
Haiti,1995,,0.118298494516289,,,,,,,,
Haiti,1994,,0.0252468210712373,,,,,,,,
Haiti,1993,,0.0945420191289338,,,,,,,,
Haiti,1992,,0.125039898525906,,,,,,,,
Haiti,1991,,0.141748118292314,,,,,,,,
Haiti,1990,,0.147346025771187,,,,,,,,
St. Lucia,2020,,2.78513922906543,,,,,,,,
